meeting_id,user_a_id,user_b_id,meeting_number,meeting_date,time_slot,location_id,success,engaged,outcome_stage,location_name
1617,30,61,1,2025-07-21,early_evening,1,True,False,continued,Leif Ericson Park - benches
1618,30,61,2,2025-07-28,early_evening,8,False,False,stopped,Quiet corner near 53rd St
1619,30,61,3,2025-08-04,afternoon,20,True,False,continued,18th Ave median benches
1620,30,62,1,2025-12-20,afternoon,1,True,False,continued,Leif Ericson Park - benches
1621,30,63,1,2025-03-29,early_evening,3,True,False,continued,14th Ave Green Corridor
1622,30,63,2,2025-04-05,afternoon,7,True,False,continued,Community center courtyard
1623,30,63,3,2025-04-12,early_evening,13,True,False,continued,13th Ave Plaza Seating
1624,30,63,4,2025-04-19,afternoon,1,True,False,continued,Leif Ericson Park - benches
1625,30,63,5,2025-04-26,early_evening,4,True,False,continued,18th Ave Small Plaza
1626,30,84,1,2025-06-11,afternoon,12,True,False,continued,Fort Hamilton Pkwy Triangle
1627,30,84,2,2025-06-18,early_evening,4,True,False,continued,18th Ave Small Plaza
1628,30,84,3,2025-06-25,early_evening,3,True,False,continued,14th Ave Green Corridor
1629,30,93,1,2025-09-26,late_evening,3,True,False,continued,14th Ave Green Corridor
1630,30,93,2,2025-10-03,afternoon,4,True,True,engaged,18th Ave Small Plaza
1631,30,93,3,2025-10-10,afternoon,6,True,False,continued,Small playground on 17th Ave
1632,30,93,4,2025-10-17,early_evening,15,True,False,continued,16th Ave Shul Courtyard
1633,30,109,1,2025-10-10,afternoon,9,True,False,continued,Local café seating area
1634,30,109,2,2025-10-17,early_evening,10,True,False,continued,Side-street benches near 15th Ave
1635,30,109,3,2025-10-24,early_evening,20,True,True,engaged,18th Ave median benches
1636,30,109,4,2025-10-31,afternoon,4,True,False,continued,18th Ave Small Plaza
1637,30,109,5,2025-11-07,afternoon,4,True,False,continued,18th Ave Small Plaza
1638,30,109,6,2025-11-14,early_evening,17,True,False,continued,Overpass seating by New Utrecht Ave
1639,30,136,1,2025-07-02,afternoon,3,True,False,continued,14th Ave Green Corridor
1640,30,136,2,2025-07-09,early_evening,12,True,False,continued,Fort Hamilton Pkwy Triangle
1641,30,136,3,2025-07-16,early_evening,12,True,False,continued,Fort Hamilton Pkwy Triangle
1642,30,136,4,2025-07-23,early_evening,1,True,True,engaged,Leif Ericson Park - benches
1643,30,149,1,2025-09-07,early_evening,6,True,False,continued,Small playground on 17th Ave
1644,30,149,2,2025-09-14,afternoon,3,True,False,continued,14th Ave Green Corridor
1645,30,149,3,2025-09-21,early_evening,2,True,False,continued,Borough Park Library
1646,30,154,1,2025-10-01,early_evening,5,True,False,continued,Schoolyard near 50th St
1647,30,154,2,2025-10-08,late_evening,3,True,False,continued,14th Ave Green Corridor
1648,30,154,3,2025-10-15,early_evening,13,True,False,continued,13th Ave Plaza Seating
1649,30,154,4,2025-10-22,early_evening,17,True,False,continued,Overpass seating by New Utrecht Ave
1650,30,156,1,2025-07-23,afternoon,13,True,True,engaged,13th Ave Plaza Seating
1651,30,156,2,2025-07-30,late_evening,3,True,False,continued,14th Ave Green Corridor
1652,30,156,3,2025-08-06,early_evening,3,True,False,continued,14th Ave Green Corridor
1653,30,156,4,2025-08-13,late_evening,3,True,False,continued,14th Ave Green Corridor
1654,30,172,1,2025-11-25,early_evening,2,True,False,continued,Borough Park Library
1655,30,172,2,2025-12-02,early_evening,18,True,False,continued,Neighborhood clinic garden
1656,30,180,1,2025-02-24,late_evening,4,True,False,continued,18th Ave Small Plaza
1657,30,180,2,2025-03-03,early_evening,3,True,False,continued,14th Ave Green Corridor
1658,30,180,3,2025-03-10,early_evening,15,True,False,continued,16th Ave Shul Courtyard
1659,30,185,1,2025-12-12,late_evening,4,True,False,continued,18th Ave Small Plaza
1660,30,185,2,2025-12-19,afternoon,1,True,False,continued,Leif Ericson Park - benches
1661,30,185,3,2025-12-26,late_evening,2,True,False,continued,Borough Park Library
1662,30,185,4,2026-01-02,early_evening,9,True,False,continued,Local café seating area
1663,30,187,1,2025-05-26,early_evening,13,True,False,continued,13th Ave Plaza Seating
1664,30,187,2,2025-06-02,early_evening,3,True,False,continued,14th Ave Green Corridor
1665,30,187,3,2025-06-09,late_evening,17,True,False,continued,Overpass seating by New Utrecht Ave
1666,30,187,4,2025-06-16,afternoon,15,True,False,continued,16th Ave Shul Courtyard
1667,30,187,5,2025-06-23,afternoon,15,True,False,continued,16th Ave Shul Courtyard
1668,30,187,6,2025-06-30,early_evening,3,True,False,continued,14th Ave Green Corridor
1669,30,189,1,2025-07-11,afternoon,1,True,False,continued,Leif Ericson Park - benches
1670,30,189,2,2025-07-18,late_evening,16,True,False,continued,60th St Sitting Area
1671,30,189,3,2025-07-25,late_evening,3,True,False,continued,14th Ave Green Corridor
1672,30,196,1,2025-08-10,afternoon,9,True,False,continued,Local café seating area
1673,30,196,2,2025-08-17,early_evening,12,True,False,continued,Fort Hamilton Pkwy Triangle
1674,30,196,3,2025-08-24,early_evening,2,True,True,engaged,Borough Park Library
1675,30,196,4,2025-08-31,early_evening,13,True,False,continued,13th Ave Plaza Seating
1676,30,196,5,2025-09-07,late_evening,18,False,False,stopped,Neighborhood clinic garden
1677,30,198,1,2025-01-30,late_evening,12,True,False,continued,Fort Hamilton Pkwy Triangle
1678,30,203,1,2025-07-16,late_evening,5,True,False,continued,Schoolyard near 50th St
1679,30,203,2,2025-07-23,afternoon,16,True,False,continued,60th St Sitting Area
1680,30,203,3,2025-07-30,early_evening,7,True,False,continued,Community center courtyard
1681,30,217,1,2025-09-13,early_evening,12,True,False,continued,Fort Hamilton Pkwy Triangle
1682,30,221,1,2025-10-25,early_evening,14,True,False,continued,45th St Mini Playground
1683,30,221,2,2025-11-01,late_evening,12,True,False,continued,Fort Hamilton Pkwy Triangle
1684,30,221,3,2025-11-08,late_evening,3,True,False,continued,14th Ave Green Corridor
1685,30,230,1,2025-08-10,early_evening,2,True,False,continued,Borough Park Library
1686,30,230,2,2025-08-17,early_evening,3,True,False,continued,14th Ave Green Corridor
1687,30,230,3,2025-08-24,early_evening,7,True,False,continued,Community center courtyard
1688,30,238,1,2025-07-16,late_evening,7,True,False,continued,Community center courtyard
1689,30,238,2,2025-07-23,early_evening,8,True,False,continued,Quiet corner near 53rd St
1690,30,243,1,2025-06-03,late_evening,4,True,False,continued,18th Ave Small Plaza
1691,30,243,2,2025-06-10,early_evening,13,True,False,continued,13th Ave Plaza Seating
1692,30,243,3,2025-06-17,afternoon,17,True,False,continued,Overpass seating by New Utrecht Ave
1693,30,243,4,2025-06-24,afternoon,3,True,False,continued,14th Ave Green Corridor
1694,30,243,5,2025-07-01,early_evening,12,True,True,engaged,Fort Hamilton Pkwy Triangle
1695,30,247,1,2025-11-17,early_evening,10,True,False,continued,Side-street benches near 15th Ave
1696,30,247,2,2025-11-24,early_evening,7,True,False,continued,Community center courtyard
1697,30,247,3,2025-12-01,early_evening,3,True,False,continued,14th Ave Green Corridor
1698,30,248,1,2025-04-22,late_evening,13,True,False,continued,13th Ave Plaza Seating
1699,30,248,2,2025-04-29,early_evening,19,True,False,continued,10th Ave bus stop benches
1700,30,286,1,2025-06-21,early_evening,12,True,False,continued,Fort Hamilton Pkwy Triangle
1701,30,286,2,2025-06-28,early_evening,17,True,True,engaged,Overpass seating by New Utrecht Ave
1702,30,286,3,2025-07-05,early_evening,20,True,False,continued,18th Ave median benches
1703,30,299,1,2025-03-04,afternoon,4,True,False,continued,18th Ave Small Plaza
1704,30,299,2,2025-03-11,early_evening,9,True,False,continued,Local café seating area
1705,30,299,3,2025-03-18,late_evening,6,True,False,continued,Small playground on 17th Ave
1706,30,299,4,2025-03-25,early_evening,20,True,False,continued,18th Ave median benches
1707,31,43,1,2025-11-20,afternoon,1,True,True,engaged,Leif Ericson Park - benches
1708,31,43,2,2025-11-27,early_evening,4,True,False,continued,18th Ave Small Plaza
1709,31,43,3,2025-12-04,early_evening,16,True,False,continued,60th St Sitting Area
1710,31,43,4,2025-12-11,afternoon,3,True,False,continued,14th Ave Green Corridor
1711,31,43,5,2025-12-18,afternoon,13,True,False,continued,13th Ave Plaza Seating
1712,31,45,1,2025-09-13,early_evening,4,True,False,continued,18th Ave Small Plaza
1713,31,45,2,2025-09-20,early_evening,20,True,False,continued,18th Ave median benches
1714,31,59,1,2025-12-21,afternoon,16,True,False,continued,60th St Sitting Area
1715,31,59,2,2025-12-28,afternoon,3,True,False,continued,14th Ave Green Corridor
1716,31,59,3,2026-01-04,afternoon,13,True,True,engaged,13th Ave Plaza Seating
1717,31,77,1,2025-08-07,late_evening,4,True,False,continued,18th Ave Small Plaza
1718,31,77,2,2025-08-14,afternoon,9,True,False,continued,Local café seating area
1719,31,133,1,2025-07-25,late_evening,10,True,False,continued,Side-street benches near 15th Ave
1720,31,133,2,2025-08-01,afternoon,14,True,False,continued,45th St Mini Playground
1721,31,133,3,2025-08-08,early_evening,1,True,False,continued,Leif Ericson Park - benches
1722,31,194,1,2025-12-17,afternoon,3,True,False,continued,14th Ave Green Corridor
1723,31,194,2,2025-12-24,early_evening,11,False,False,stopped,Dahill Road Pocket Park
1724,31,194,3,2025-12-31,early_evening,7,True,False,continued,Community center courtyard
1725,31,194,4,2026-01-07,late_evening,7,True,False,continued,Community center courtyard
1726,31,194,5,2026-01-14,early_evening,1,True,False,continued,Leif Ericson Park - benches
1727,31,211,1,2025-09-29,afternoon,4,True,False,continued,18th Ave Small Plaza
1728,31,211,2,2025-10-06,early_evening,15,True,False,continued,16th Ave Shul Courtyard
1729,31,211,3,2025-10-13,early_evening,1,True,False,continued,Leif Ericson Park - benches
1730,32,37,1,2025-03-06,early_evening,4,True,False,continued,18th Ave Small Plaza
1731,32,37,2,2025-03-13,afternoon,18,True,True,engaged,Neighborhood clinic garden
1732,32,37,3,2025-03-20,late_evening,1,True,False,continued,Leif Ericson Park - benches
1733,32,37,4,2025-03-27,early_evening,12,True,False,continued,Fort Hamilton Pkwy Triangle
1734,32,37,5,2025-04-03,early_evening,3,True,False,continued,14th Ave Green Corridor
1735,32,37,6,2025-04-10,early_evening,16,True,False,continued,60th St Sitting Area
1736,32,51,1,2025-05-27,late_evening,12,True,False,continued,Fort Hamilton Pkwy Triangle
1737,32,51,2,2025-06-03,early_evening,16,True,True,engaged,60th St Sitting Area
1738,32,85,1,2025-09-08,early_evening,3,True,False,continued,14th Ave Green Corridor
1739,32,90,1,2025-12-11,early_evening,7,True,False,continued,Community center courtyard
1740,32,90,2,2025-12-18,late_evening,13,True,False,continued,13th Ave Plaza Seating
1741,32,90,3,2025-12-25,early_evening,3,True,True,engaged,14th Ave Green Corridor
1742,32,90,4,2026-01-01,early_evening,3,True,False,continued,14th Ave Green Corridor
1743,32,90,5,2026-01-08,early_evening,1,True,False,continued,Leif Ericson Park - benches
1744,32,143,1,2025-07-10,late_evening,18,True,False,continued,Neighborhood clinic garden
1745,32,143,2,2025-07-17,afternoon,11,True,False,continued,Dahill Road Pocket Park
1746,32,155,1,2025-10-14,afternoon,9,True,False,continued,Local café seating area
1747,32,155,2,2025-10-21,afternoon,12,True,False,continued,Fort Hamilton Pkwy Triangle
1748,32,155,3,2025-10-28,early_evening,7,True,False,continued,Community center courtyard
1749,32,155,4,2025-11-04,late_evening,6,True,False,continued,Small playground on 17th Ave
1750,32,166,1,2025-06-02,early_evening,5,True,False,continued,Schoolyard near 50th St
1751,32,166,2,2025-06-09,afternoon,9,True,False,continued,Local café seating area
1752,32,166,3,2025-06-16,late_evening,3,True,False,continued,14th Ave Green Corridor
1753,32,200,1,2025-03-09,early_evening,17,False,False,stopped,Overpass seating by New Utrecht Ave
1754,32,200,2,2025-03-16,afternoon,13,True,False,continued,13th Ave Plaza Seating
1755,32,200,3,2025-03-23,afternoon,4,True,False,continued,18th Ave Small Plaza
1756,32,214,1,2025-11-04,early_evening,8,True,False,continued,Quiet corner near 53rd St
1757,32,214,2,2025-11-11,early_evening,2,True,False,continued,Borough Park Library
1758,32,223,1,2025-10-25,early_evening,19,True,False,continued,10th Ave bus stop benches
1759,32,223,2,2025-11-01,early_evening,17,True,False,continued,Overpass seating by New Utrecht Ave
1760,32,223,3,2025-11-08,early_evening,17,True,False,continued,Overpass seating by New Utrecht Ave
1761,32,231,1,2025-12-24,early_evening,4,True,False,continued,18th Ave Small Plaza
1762,32,232,1,2025-02-21,early_evening,2,True,False,continued,Borough Park Library
1763,32,232,2,2025-02-28,early_evening,3,True,False,continued,14th Ave Green Corridor
1764,32,245,1,2025-11-20,afternoon,1,True,True,engaged,Leif Ericson Park - benches
1765,32,245,2,2025-11-27,early_evening,2,True,False,continued,Borough Park Library
1766,32,245,3,2025-12-04,early_evening,1,True,False,continued,Leif Ericson Park - benches
1767,32,245,4,2025-12-11,afternoon,20,True,False,continued,18th Ave median benches
1768,32,245,5,2025-12-18,afternoon,1,True,False,continued,Leif Ericson Park - benches
1769,32,268,1,2025-03-04,early_evening,2,False,False,stopped,Borough Park Library
1770,32,268,2,2025-03-11,early_evening,14,True,False,continued,45th St Mini Playground
1771,32,268,3,2025-03-18,early_evening,8,True,False,continued,Quiet corner near 53rd St
1772,32,268,4,2025-03-25,afternoon,13,True,False,continued,13th Ave Plaza Seating
1773,32,268,5,2025-04-01,late_evening,9,True,False,continued,Local café seating area
1774,32,275,1,2025-10-02,late_evening,16,True,False,continued,60th St Sitting Area
1775,32,275,2,2025-10-09,afternoon,9,True,False,continued,Local café seating area
1776,33,89,1,2025-08-10,afternoon,7,True,False,continued,Community center courtyard
1777,33,94,1,2025-03-09,late_evening,11,True,False,continued,Dahill Road Pocket Park
1778,33,94,2,2025-03-16,early_evening,5,True,False,continued,Schoolyard near 50th St
1779,33,94,3,2025-03-23,afternoon,4,True,False,continued,18th Ave Small Plaza
1780,33,94,4,2025-03-30,early_evening,6,True,False,continued,Small playground on 17th Ave
1781,33,95,1,2025-04-30,late_evening,2,True,False,continued,Borough Park Library
1782,33,95,2,2025-05-07,afternoon,13,True,False,continued,13th Ave Plaza Seating
1783,33,95,3,2025-05-14,afternoon,3,True,False,continued,14th Ave Green Corridor
1784,33,95,4,2025-05-21,early_evening,2,True,False,continued,Borough Park Library
1785,33,95,5,2025-05-28,early_evening,3,True,False,continued,14th Ave Green Corridor
1786,33,124,1,2025-04-18,late_evening,14,True,False,continued,45th St Mini Playground
1787,33,124,2,2025-04-25,early_evening,4,True,False,continued,18th Ave Small Plaza
1788,33,124,3,2025-05-02,late_evening,10,True,False,continued,Side-street benches near 15th Ave
1789,33,128,1,2025-02-21,early_evening,15,True,False,continued,16th Ave Shul Courtyard
1790,33,128,2,2025-02-28,afternoon,1,True,False,continued,Leif Ericson Park - benches
1791,33,128,3,2025-03-07,late_evening,13,True,False,continued,13th Ave Plaza Seating
1792,33,128,4,2025-03-14,early_evening,3,False,False,stopped,14th Ave Green Corridor
1793,33,153,1,2025-05-25,early_evening,3,True,False,continued,14th Ave Green Corridor
1794,33,153,2,2025-06-01,afternoon,10,True,False,continued,Side-street benches near 15th Ave
1795,33,153,3,2025-06-08,early_evening,17,True,False,continued,Overpass seating by New Utrecht Ave
1796,33,153,4,2025-06-15,early_evening,3,True,False,continued,14th Ave Green Corridor
1797,33,153,5,2025-06-22,early_evening,8,True,False,continued,Quiet corner near 53rd St
1798,33,182,1,2025-02-25,afternoon,3,True,False,continued,14th Ave Green Corridor
1799,33,182,2,2025-03-04,afternoon,7,True,False,continued,Community center courtyard
1800,33,182,3,2025-03-11,early_evening,9,True,False,continued,Local café seating area
1801,33,182,4,2025-03-18,afternoon,9,True,False,continued,Local café seating area
1802,33,182,5,2025-03-25,afternoon,9,True,False,continued,Local café seating area
1803,33,182,6,2025-04-01,early_evening,2,True,True,engaged,Borough Park Library
1804,33,191,1,2025-12-11,early_evening,10,True,False,continued,Side-street benches near 15th Ave
1805,33,191,2,2025-12-18,early_evening,10,True,False,continued,Side-street benches near 15th Ave
1806,33,191,3,2025-12-25,afternoon,10,True,False,continued,Side-street benches near 15th Ave
1807,33,233,1,2025-04-27,late_evening,1,True,False,continued,Leif Ericson Park - benches
1808,33,233,2,2025-05-04,early_evening,5,False,False,stopped,Schoolyard near 50th St
1809,33,233,3,2025-05-11,early_evening,4,True,False,continued,18th Ave Small Plaza
1810,33,233,4,2025-05-18,early_evening,1,True,False,continued,Leif Ericson Park - benches
1811,33,241,1,2025-02-05,early_evening,3,True,False,continued,14th Ave Green Corridor
1812,33,241,2,2025-02-12,late_evening,5,True,False,continued,Schoolyard near 50th St
1813,33,241,3,2025-02-19,early_evening,12,True,False,continued,Fort Hamilton Pkwy Triangle
1814,33,241,4,2025-02-26,afternoon,3,True,False,continued,14th Ave Green Corridor
1815,33,257,1,2025-12-12,early_evening,14,True,False,continued,45th St Mini Playground
1816,33,257,2,2025-12-19,early_evening,7,False,False,stopped,Community center courtyard
1817,33,257,3,2025-12-26,early_evening,12,True,False,continued,Fort Hamilton Pkwy Triangle
1818,33,257,4,2026-01-02,afternoon,6,True,False,continued,Small playground on 17th Ave
1819,33,269,1,2025-12-29,early_evening,7,True,False,continued,Community center courtyard
1820,33,269,2,2026-01-05,early_evening,9,True,False,continued,Local café seating area
1821,33,269,3,2026-01-12,early_evening,18,True,False,continued,Neighborhood clinic garden
1822,33,270,1,2025-07-03,early_evening,6,True,False,continued,Small playground on 17th Ave
1823,34,50,1,2025-11-06,early_evening,7,True,False,continued,Community center courtyard
1824,34,50,2,2025-11-13,early_evening,9,True,False,continued,Local café seating area
1825,34,50,3,2025-11-20,early_evening,12,False,False,stopped,Fort Hamilton Pkwy Triangle
1826,34,50,4,2025-11-27,early_evening,1,True,False,continued,Leif Ericson Park - benches
1827,34,86,1,2025-05-27,late_evening,7,True,False,continued,Community center courtyard
1828,34,86,2,2025-06-03,early_evening,6,True,False,continued,Small playground on 17th Ave
1829,34,96,1,2025-07-26,early_evening,17,False,False,stopped,Overpass seating by New Utrecht Ave
1830,34,96,2,2025-08-02,afternoon,6,True,False,continued,Small playground on 17th Ave
1831,34,97,1,2025-12-30,early_evening,6,True,False,continued,Small playground on 17th Ave
1832,34,97,2,2026-01-06,afternoon,19,True,True,engaged,10th Ave bus stop benches
1833,34,97,3,2026-01-13,early_evening,5,True,False,continued,Schoolyard near 50th St
1834,34,98,1,2025-04-19,late_evening,2,True,False,continued,Borough Park Library
1835,34,98,2,2025-04-26,early_evening,3,True,False,continued,14th Ave Green Corridor
1836,34,98,3,2025-05-03,late_evening,1,True,False,continued,Leif Ericson Park - benches
1837,34,98,4,2025-05-10,late_evening,1,True,False,continued,Leif Ericson Park - benches
1838,34,125,1,2025-03-28,early_evening,5,True,False,continued,Schoolyard near 50th St
1839,34,138,1,2025-05-14,afternoon,13,False,False,stopped,13th Ave Plaza Seating
1840,34,148,1,2025-03-28,late_evening,12,True,False,continued,Fort Hamilton Pkwy Triangle
1841,34,148,2,2025-04-04,early_evening,1,True,False,continued,Leif Ericson Park - benches
1842,34,148,3,2025-04-11,late_evening,8,True,False,continued,Quiet corner near 53rd St
1843,34,148,4,2025-04-18,early_evening,2,True,False,continued,Borough Park Library
1844,34,148,5,2025-04-25,afternoon,18,True,False,continued,Neighborhood clinic garden
1845,34,150,1,2025-05-30,early_evening,2,True,False,continued,Borough Park Library
1846,34,150,2,2025-06-06,late_evening,9,True,False,continued,Local café seating area
1847,34,150,3,2025-06-13,late_evening,4,True,False,continued,18th Ave Small Plaza
1848,34,175,1,2025-08-20,late_evening,9,True,False,continued,Local café seating area
1849,34,181,1,2025-07-26,early_evening,4,True,False,continued,18th Ave Small Plaza
1850,34,181,2,2025-08-02,late_evening,12,True,True,engaged,Fort Hamilton Pkwy Triangle
1851,34,197,1,2025-02-09,early_evening,3,True,False,continued,14th Ave Green Corridor
1852,34,212,1,2025-05-14,late_evening,17,True,False,continued,Overpass seating by New Utrecht Ave
1853,34,212,2,2025-05-21,afternoon,7,True,False,continued,Community center courtyard
1854,34,213,1,2025-11-27,early_evening,12,True,False,continued,Fort Hamilton Pkwy Triangle
1855,34,213,2,2025-12-04,early_evening,15,True,False,continued,16th Ave Shul Courtyard
1856,34,213,3,2025-12-11,early_evening,20,True,False,continued,18th Ave median benches
1857,34,237,1,2025-06-29,early_evening,3,True,False,continued,14th Ave Green Corridor
1858,34,237,2,2025-07-06,early_evening,3,True,False,continued,14th Ave Green Corridor
1859,34,267,1,2025-12-08,early_evening,3,True,False,continued,14th Ave Green Corridor
1860,34,267,2,2025-12-15,late_evening,3,False,False,stopped,14th Ave Green Corridor
1861,34,267,3,2025-12-22,early_evening,8,True,False,continued,Quiet corner near 53rd St
1862,34,267,4,2025-12-29,afternoon,20,True,False,continued,18th Ave median benches
1863,35,79,1,2025-01-08,afternoon,20,True,False,continued,18th Ave median benches
1864,35,79,2,2025-01-15,early_evening,7,True,False,continued,Community center courtyard
1865,35,79,3,2025-01-22,late_evening,9,True,False,continued,Local café seating area
1866,35,79,4,2025-01-29,afternoon,15,True,False,continued,16th Ave Shul Courtyard
1867,35,79,5,2025-02-05,early_evening,18,True,False,continued,Neighborhood clinic garden
1868,35,102,1,2025-06-07,afternoon,3,True,False,continued,14th Ave Green Corridor
1869,35,102,2,2025-06-14,afternoon,7,True,False,continued,Community center courtyard
1870,35,102,3,2025-06-21,early_evening,14,True,True,engaged,45th St Mini Playground
1871,35,102,4,2025-06-28,afternoon,3,True,False,continued,14th Ave Green Corridor
1872,35,110,1,2025-06-30,early_evening,5,True,False,continued,Schoolyard near 50th St
1873,35,110,2,2025-07-07,early_evening,20,True,False,continued,18th Ave median benches
1874,35,110,3,2025-07-14,early_evening,20,True,False,continued,18th Ave median benches
1875,35,110,4,2025-07-21,afternoon,17,True,False,continued,Overpass seating by New Utrecht Ave
1876,35,144,1,2025-02-10,late_evening,13,True,False,continued,13th Ave Plaza Seating
1877,35,144,2,2025-02-17,late_evening,3,True,False,continued,14th Ave Green Corridor
1878,35,144,3,2025-02-24,early_evening,4,True,True,engaged,18th Ave Small Plaza
1879,35,192,1,2025-06-23,late_evening,7,True,False,continued,Community center courtyard
1880,35,192,2,2025-06-30,afternoon,7,True,False,continued,Community center courtyard
1881,35,192,3,2025-07-07,early_evening,7,True,False,continued,Community center courtyard
1882,35,192,4,2025-07-14,afternoon,9,True,True,engaged,Local café seating area
1883,35,192,5,2025-07-21,early_evening,4,True,False,continued,18th Ave Small Plaza
1884,35,192,6,2025-07-28,late_evening,12,True,True,engaged,Fort Hamilton Pkwy Triangle
1885,35,199,1,2025-11-20,early_evening,4,True,False,continued,18th Ave Small Plaza
1886,35,202,1,2025-03-30,early_evening,4,True,False,continued,18th Ave Small Plaza
1887,35,202,2,2025-04-06,late_evening,2,True,False,continued,Borough Park Library
1888,35,202,3,2025-04-13,early_evening,3,True,False,continued,14th Ave Green Corridor
1889,35,264,1,2025-07-30,late_evening,15,False,False,stopped,16th Ave Shul Courtyard
1890,35,273,1,2025-12-13,early_evening,5,True,False,continued,Schoolyard near 50th St
1891,35,278,1,2025-12-19,late_evening,3,True,False,continued,14th Ave Green Corridor
1892,35,278,2,2025-12-26,early_evening,12,True,False,continued,Fort Hamilton Pkwy Triangle
1893,35,278,3,2026-01-02,early_evening,7,True,False,continued,Community center courtyard
1894,35,278,4,2026-01-09,afternoon,1,False,False,stopped,Leif Ericson Park - benches
1895,35,284,1,2025-03-19,early_evening,4,True,False,continued,18th Ave Small Plaza
1896,35,284,2,2025-03-26,early_evening,2,True,False,continued,Borough Park Library
1897,35,284,3,2025-04-02,afternoon,10,True,False,continued,Side-street benches near 15th Ave
1898,36,40,1,2025-09-26,late_evening,3,True,False,continued,14th Ave Green Corridor
1899,36,40,2,2025-10-03,early_evening,1,True,False,continued,Leif Ericson Park - benches
1900,36,40,3,2025-10-10,early_evening,1,True,False,continued,Leif Ericson Park - benches
1901,36,40,4,2025-10-17,early_evening,8,True,False,continued,Quiet corner near 53rd St
1902,36,53,1,2025-01-10,early_evening,1,True,False,continued,Leif Ericson Park - benches
1903,36,60,1,2025-09-23,early_evening,15,True,False,continued,16th Ave Shul Courtyard
1904,36,81,1,2025-06-13,late_evening,2,True,False,continued,Borough Park Library
1905,36,104,1,2025-11-14,early_evening,9,True,True,engaged,Local café seating area
1906,36,104,2,2025-11-21,early_evening,5,True,False,continued,Schoolyard near 50th St
1907,36,107,1,2025-03-18,early_evening,5,True,False,continued,Schoolyard near 50th St
1908,36,107,2,2025-03-25,early_evening,1,True,False,continued,Leif Ericson Park - benches
1909,36,107,3,2025-04-01,afternoon,13,True,False,continued,13th Ave Plaza Seating
1910,36,107,4,2025-04-08,early_evening,17,True,True,engaged,Overpass seating by New Utrecht Ave
1911,36,107,5,2025-04-15,late_evening,1,True,False,continued,Leif Ericson Park - benches
1912,36,112,1,2025-12-09,late_evening,2,True,False,continued,Borough Park Library
1913,36,112,2,2025-12-16,early_evening,17,True,False,continued,Overpass seating by New Utrecht Ave
1914,36,112,3,2025-12-23,early_evening,7,True,False,continued,Community center courtyard
1915,36,112,4,2025-12-30,early_evening,2,True,False,continued,Borough Park Library
1916,36,118,1,2025-05-17,early_evening,3,True,False,continued,14th Ave Green Corridor
1917,36,118,2,2025-05-24,early_evening,10,True,False,continued,Side-street benches near 15th Ave
1918,36,118,3,2025-05-31,early_evening,12,True,True,engaged,Fort Hamilton Pkwy Triangle
1919,36,118,4,2025-06-07,early_evening,9,True,False,continued,Local café seating area
1920,36,118,5,2025-06-14,late_evening,18,True,False,continued,Neighborhood clinic garden
1921,36,123,1,2025-08-13,afternoon,6,True,False,continued,Small playground on 17th Ave
1922,36,123,2,2025-08-20,early_evening,3,True,False,continued,14th Ave Green Corridor
1923,36,123,3,2025-08-27,early_evening,6,True,False,continued,Small playground on 17th Ave
1924,36,123,4,2025-09-03,early_evening,4,True,False,continued,18th Ave Small Plaza
1925,36,123,5,2025-09-10,early_evening,3,True,False,continued,14th Ave Green Corridor
1926,36,123,6,2025-09-17,late_evening,1,True,False,continued,Leif Ericson Park - benches
1927,36,160,1,2025-07-24,early_evening,4,True,False,continued,18th Ave Small Plaza
1928,36,160,2,2025-07-31,early_evening,11,True,False,continued,Dahill Road Pocket Park
1929,36,160,3,2025-08-07,early_evening,1,False,False,stopped,Leif Ericson Park - benches
1930,36,160,4,2025-08-14,early_evening,5,True,False,continued,Schoolyard near 50th St
1931,36,160,5,2025-08-21,late_evening,9,True,False,continued,Local café seating area
1932,36,184,1,2025-12-30,afternoon,9,True,False,continued,Local café seating area
1933,36,184,2,2026-01-06,afternoon,13,True,False,continued,13th Ave Plaza Seating
1934,36,184,3,2026-01-13,early_evening,13,True,False,continued,13th Ave Plaza Seating
1935,36,184,4,2026-01-20,late_evening,11,True,False,continued,Dahill Road Pocket Park
1936,36,184,5,2026-01-27,early_evening,1,True,False,continued,Leif Ericson Park - benches
1937,36,217,1,2025-10-19,early_evening,6,True,False,continued,Small playground on 17th Ave
1938,36,217,2,2025-10-26,late_evening,9,True,False,continued,Local café seating area
1939,36,217,3,2025-11-02,early_evening,3,True,False,continued,14th Ave Green Corridor
1940,36,217,4,2025-11-09,late_evening,1,True,False,continued,Leif Ericson Park - benches
1941,36,217,5,2025-11-16,late_evening,3,True,False,continued,14th Ave Green Corridor
1942,36,217,6,2025-11-23,late_evening,5,True,False,continued,Schoolyard near 50th St
1943,36,220,1,2025-02-02,afternoon,4,False,False,stopped,18th Ave Small Plaza
1944,36,220,2,2025-02-09,afternoon,2,True,False,continued,Borough Park Library
1945,36,220,3,2025-02-16,early_evening,14,True,False,continued,45th St Mini Playground
1946,36,220,4,2025-02-23,afternoon,17,True,False,continued,Overpass seating by New Utrecht Ave
1947,36,226,1,2025-10-14,early_evening,3,True,False,continued,14th Ave Green Corridor
1948,36,226,2,2025-10-21,late_evening,18,True,True,engaged,Neighborhood clinic garden
